Point ID,X (ECEF),Y (ECEF),Z (ECEF)
AUTO1613,-2956584.489,5075878.995,2476667.604
AUTO1614,-2956584.485,5075878.993,2476667.606
AUTO1615,-2956584.488,5075878.991,2476667.604
AUTO1616,-2956584.488,5075878.994,2476667.604
AUTO1617,-2956584.486,5075878.993,2476667.606
AUTO1618,-2956584.488,5075878.995,2476667.604
AUTO1619,-2956584.493,5075878.994,2476667.606
AUTO1620,-2956584.489,5075878.996,2476667.607
AUTO1621,-2956584.491,5075878.999,2476667.608
AUTO1622,-2956584.487,5075878.992,2476667.604
AUTO1623,-2956584.49,5075878.995,2476667.606
AUTO1624,-2956584.485,5075878.991,2476667.606
AUTO1625,-2956584.489,5075878.996,2476667.605
AUTO1626,-2956584.49,5075878.997,2476667.61
AUTO1627,-2956584.491,5075878.999,2476667.611
AUTO1628,-2956584.485,5075878.994,2476667.604
AUTO1629,-2956584.491,5075878.996,2476667.612
AUTO1630,-2956584.484,5075878.995,2476667.611
AUTO1631,-2956584.489,5075878.998,2476667.614
AUTO1632,-2956584.488,5075878.996,2476667.609
AUTO1633,-2956584.488,5075878.998,2476667.608
AUTO1634,-2956584.491,5075878.999,2476667.606
AUTO1635,-2956584.487,5075878.994,2476667.608
AUTO1636,-2956584.489,5075878.999,2476667.608
AUTO1637,-2956584.493,5075879.001,2476667.61
AUTO1638,-2956584.486,5075878.996,2476667.605
AUTO1639,-2956584.489,5075878.998,2476667.606
AUTO1640,-2956584.487,5075878.995,2476667.605
AUTO1641,-2956584.494,5075879.002,2476667.609
AUTO1642,-2956584.49,5075879.001,2476667.601
AUTO1643,-2956584.485,5075878.999,2476667.605
AUTO1644,-2956584.489,5075878.998,2476667.606
AUTO1645,-2956584.492,5075878.999,2476667.607
AUTO1646,-2956584.492,5075879.002,2476667.605
AUTO1647,-2956584.491,5075878.997,2476667.603
AUTO1648,-2956584.49,5075878.999,2476667.606
AUTO1649,-2956584.492,5075879.001,2476667.604
AUTO1650,-2956584.493,5075879,2476667.606
AUTO1651,-2956584.493,5075879.006,2476667.607
AUTO1652,-2956584.492,5075879.002,2476667.608
AUTO1653,-2956584.491,5075879,2476667.605
AUTO1654,-2956584.493,5075878.998,2476667.606
AUTO1655,-2956584.492,5075879.002,2476667.606
AUTO1656,-2956584.488,5075878.999,2476667.609
AUTO1657,-2956584.487,5075878.994,2476667.605
AUTO1658,-2956584.489,5075878.996,2476667.604
AUTO1659,-2956584.493,5075878.996,2476667.602
AUTO1660,-2956584.495,5075879.003,2476667.608
AUTO1661,-2956584.491,5075878.996,2476667.605
AUTO1662,-2956584.489,5075878.992,2476667.604
AUTO1663,-2956584.487,5075878.993,2476667.604
AUTO1664,-2956584.496,5075879.001,2476667.611
AUTO1665,-2956584.488,5075878.993,2476667.606
AUTO1666,-2956584.492,5075878.999,2476667.606
AUTO1667,-2956584.49,5075879,2476667.605
AUTO1668,-2956584.487,5075878.996,2476667.606
AUTO1669,-2956584.49,5075878.997,2476667.601
AUTO1670,-2956584.49,5075878.999,2476667.602
AUTO1671,-2956584.493,5075878.999,2476667.605
AUTO1672,-2956584.487,5075878.994,2476667.604
AUTO1673,-2956584.49,5075878.997,2476667.602
AUTO1674,-2956584.49,5075878.999,2476667.608
AUTO1675,-2956584.488,5075878.993,2476667.605
AUTO1676,-2956584.486,5075878.993,2476667.607
AUTO1677,-2956584.49,5075878.999,2476667.603
AUTO1678,-2956584.49,5075878.999,2476667.608
AUTO1679,-2956584.492,5075879.001,2476667.604
AUTO1680,-2956584.489,5075878.999,2476667.608
AUTO1681,-2956584.491,5075878.997,2476667.607
AUTO1682,-2956584.489,5075878.996,2476667.607
AUTO1683,-2956584.491,5075878.996,2476667.607
AUTO1684,-2956584.49,5075878.995,2476667.609
AUTO1685,-2956584.49,5075878.998,2476667.608
AUTO1686,-2956584.493,5075878.999,2476667.607
AUTO1687,-2956584.488,5075878.995,2476667.606
AUTO1688,-2956584.49,5075878.996,2476667.61
AUTO1689,-2956584.485,5075878.992,2476667.609
AUTO1690,-2956584.492,5075878.995,2476667.607
AUTO1691,-2956584.487,5075878.995,2476667.604
AUTO1692,-2956584.487,5075878.996,2476667.609
AUTO1693,-2956584.488,5075878.998,2476667.61
AUTO1694,-2956584.49,5075879,2476667.61
AUTO1695,-2956584.49,5075879.002,2476667.609
AUTO1696,-2956584.494,5075879,2476667.607
AUTO1697,-2956584.486,5075878.992,2476667.607
AUTO1698,-2956584.491,5075879.001,2476667.612
AUTO1699,-2956584.493,5075879.002,2476667.61
AUTO1700,-2956584.491,5075879.001,2476667.614
AUTO1701,-2956584.491,5075878.998,2476667.609
AUTO1702,-2956584.487,5075878.994,2476667.609
AUTO1703,-2956584.49,5075878.997,2476667.61
AUTO1704,-2956584.492,5075878.992,2476667.61
AUTO1705,-2956584.491,5075878.998,2476667.609
AUTO1706,-2956584.496,5075878.997,2476667.612
AUTO1707,-2956584.487,5075878.995,2476667.608
AUTO1708,-2956584.49,5075878.996,2476667.608
AUTO1709,-2956584.491,5075878.999,2476667.617
AUTO1710,-2956584.494,5075878.999,2476667.614
AUTO1711,-2956584.487,5075878.994,2476667.614
AUTO1712,-2956584.491,5075878.995,2476667.613
AUTO1713,-2956584.486,5075878.992,2476667.612
AUTO1714,-2956584.491,5075878.999,2476667.614
AUTO1715,-2956584.49,5075878.995,2476667.612
AUTO1716,-2956584.493,5075878.995,2476667.61
AUTO1717,-2956584.485,5075878.993,2476667.612
AUTO1718,-2956584.486,5075878.995,2476667.617
AUTO1719,-2956584.485,5075878.994,2476667.611
AUTO1720,-2956584.485,5075878.996,2476667.615
AUTO1721,-2956584.486,5075878.99,2476667.615
AUTO1722,-2956584.485,5075878.995,2476667.612
AUTO1723,-2956584.482,5075878.994,2476667.61
AUTO1724,-2956584.479,5075878.993,2476667.608
AUTO1725,-2956584.483,5075878.992,2476667.608
AUTO1726,-2956584.483,5075878.995,2476667.61
AUTO1727,-2956584.483,5075878.991,2476667.611
AUTO1728,-2956584.482,5075878.989,2476667.612
AUTO1729,-2956584.492,5075878.997,2476667.613
AUTO1730,-2956584.482,5075878.992,2476667.61
AUTO1731,-2956584.48,5075878.985,2476667.606
AUTO1732,-2956584.491,5075878.999,2476667.612
AUTO1733,-2956584.49,5075879.001,2476667.614
AUTO1734,-2956584.492,5075878.997,2476667.615
AUTO1735,-2956584.488,5075878.997,2476667.611
AUTO1736,-2956584.489,5075878.996,2476667.611
AUTO1737,-2956584.492,5075878.997,2476667.615
AUTO1738,-2956584.492,5075878.999,2476667.612
AUTO1739,-2956584.491,5075879.001,2476667.606
AUTO1740,-2956584.491,5075878.998,2476667.607
AUTO1741,-2956584.492,5075878.992,2476667.61
AUTO1742,-2956584.493,5075878.995,2476667.608
AUTO1743,-2956584.493,5075878.997,2476667.611
AUTO1744,-2956584.491,5075878.999,2476667.609
AUTO1745,-2956584.49,5075878.998,2476667.605
AUTO1746,-2956584.486,5075878.988,2476667.607
AUTO1747,-2956584.49,5075878.996,2476667.607
AUTO1748,-2956584.493,5075878.998,2476667.607
AUTO1749,-2956584.492,5075878.995,2476667.606
AUTO1750,-2956584.489,5075878.997,2476667.605
AUTO1751,-2956584.488,5075878.997,2476667.605
AUTO1752,-2956584.49,5075878.998,2476667.607
AUTO1753,-2956584.488,5075878.998,2476667.605
AUTO1754,-2956584.492,5075879,2476667.611
AUTO1755,-2956584.489,5075878.993,2476667.61
AUTO1756,-2956584.492,5075879,2476667.611
AUTO1757,-2956584.487,5075878.993,2476667.608
AUTO1758,-2956584.49,5075878.995,2476667.607
AUTO1759,-2956584.487,5075878.989,2476667.609
AUTO1760,-2956584.483,5075878.986,2476667.605
AUTO1761,-2956584.489,5075878.991,2476667.607
AUTO1762,-2956584.488,5075878.994,2476667.614
AUTO1763,-2956584.486,5075878.992,2476667.607
AUTO1764,-2956584.491,5075878.993,2476667.609
AUTO1765,-2956584.486,5075878.989,2476667.602
AUTO1766,-2956584.483,5075878.988,2476667.611
AUTO1767,-2956584.488,5075878.989,2476667.608
AUTO1768,-2956584.487,5075878.989,2476667.611
AUTO1769,-2956584.488,5075878.99,2476667.608
AUTO1770,-2956584.489,5075878.992,2476667.61
AUTO1771,-2956584.482,5075878.987,2476667.605
AUTO1772,-2956584.485,5075878.987,2476667.608
AUTO1773,-2956584.487,5075878.992,2476667.611
AUTO1774,-2956584.487,5075878.993,2476667.612
AUTO1775,-2956584.48,5075878.989,2476667.609
AUTO1776,-2956584.486,5075878.99,2476667.606
AUTO1777,-2956584.485,5075878.996,2476667.613
AUTO1778,-2956584.482,5075878.98,2476667.603
AUTO1779,-2956584.481,5075878.989,2476667.608
AUTO1780,-2956584.477,5075878.981,2476667.601
AUTO1781,-2956584.483,5075878.987,2476667.605
AUTO1782,-2956584.488,5075878.99,2476667.603
AUTO1783,-2956584.487,5075878.989,2476667.602
AUTO1784,-2956584.487,5075878.986,2476667.6
AUTO1785,-2956584.484,5075878.987,2476667.605
AUTO1786,-2956584.487,5075878.986,2476667.604
AUTO1787,-2956584.489,5075878.986,2476667.603
AUTO1788,-2956584.483,5075878.983,2476667.603
AUTO1789,-2956584.487,5075878.989,2476667.605
AUTO1790,-2956584.484,5075878.983,2476667.609
AUTO1791,-2956584.482,5075878.982,2476667.609
AUTO1792,-2956584.485,5075878.984,2476667.606
AUTO1793,-2956584.483,5075878.984,2476667.603
AUTO1794,-2956584.484,5075878.982,2476667.602
AUTO1795,-2956584.482,5075878.983,2476667.606
AUTO1796,-2956584.489,5075878.99,2476667.608
AUTO1797,-2956584.489,5075878.988,2476667.606
AUTO1798,-2956584.485,5075878.988,2476667.605
AUTO1799,-2956584.483,5075878.989,2476667.611
AUTO1800,-2956584.485,5075878.988,2476667.607
AUTO1801,-2956584.489,5075878.992,2476667.611
AUTO1802,-2956584.487,5075878.991,2476667.613
AUTO1803,-2956584.484,5075878.987,2476667.611
AUTO1804,-2956584.487,5075878.99,2476667.608
AUTO1805,-2956584.481,5075878.986,2476667.61
AUTO1806,-2956584.49,5075878.992,2476667.611
AUTO1807,-2956584.484,5075878.989,2476667.605
AUTO1808,-2956584.491,5075878.995,2476667.611
AUTO1809,-2956584.492,5075878.999,2476667.611
AUTO1810,-2956584.489,5075878.989,2476667.613
AUTO1811,-2956584.49,5075878.992,2476667.613
AUTO1812,-2956584.489,5075878.991,2476667.607
AUTO1813,-2956584.488,5075878.992,2476667.613
AUTO1814,-2956584.492,5075878.996,2476667.611
AUTO1815,-2956584.487,5075878.987,2476667.609
AUTO1816,-2956584.492,5075878.992,2476667.615
AUTO1817,-2956584.49,5075878.994,2476667.612
AUTO1818,-2956584.489,5075878.994,2476667.612
AUTO1819,-2956584.491,5075878.996,2476667.616
AUTO1820,-2956584.492,5075878.993,2476667.611
AUTO1821,-2956584.487,5075878.991,2476667.612
AUTO1822,-2956584.491,5075878.991,2476667.607
AUTO1823,-2956584.489,5075878.994,2476667.611
AUTO1824,-2956584.489,5075878.996,2476667.612
AUTO1825,-2956584.484,5075878.992,2476667.612
AUTO1826,-2956584.49,5075878.997,2476667.612
AUTO1827,-2956584.485,5075878.995,2476667.61
AUTO1828,-2956584.491,5075878.996,2476667.613
AUTO1829,-2956584.489,5075878.997,2476667.608
AUTO1830,-2956584.489,5075878.995,2476667.612
AUTO1831,-2956584.494,5075879,2476667.616
AUTO1832,-2956584.492,5075878.992,2476667.613
AUTO1833,-2956584.488,5075878.993,2476667.607
AUTO1834,-2956584.483,5075878.989,2476667.607
AUTO1835,-2956584.488,5075878.992,2476667.609
AUTO1836,-2956584.482,5075878.988,2476667.605
AUTO1837,-2956584.491,5075878.995,2476667.614
AUTO1838,-2956584.484,5075878.988,2476667.605
AUTO1839,-2956584.485,5075878.994,2476667.609
AUTO1840,-2956584.488,5075878.993,2476667.613
AUTO1841,-2956584.486,5075878.992,2476667.606
AUTO1842,-2956584.486,5075878.992,2476667.61
AUTO1843,-2956584.492,5075878.998,2476667.614
AUTO1844,-2956584.488,5075878.989,2476667.609
AUTO1845,-2956584.489,5075878.995,2476667.61
AUTO1846,-2956584.489,5075878.993,2476667.61
AUTO1847,-2956584.492,5075878.998,2476667.61
AUTO1848,-2956584.489,5075878.995,2476667.611
AUTO1849,-2956584.498,5075879.003,2476667.61
AUTO1850,-2956584.492,5075878.993,2476667.609
AUTO1851,-2956584.492,5075878.996,2476667.609
AUTO1852,-2956584.483,5075878.991,2476667.606
AUTO1853,-2956584.493,5075878.995,2476667.607
AUTO1854,-2956584.487,5075878.992,2476667.605
AUTO1855,-2956584.49,5075878.993,2476667.61
AUTO1856,-2956584.493,5075878.996,2476667.611
AUTO1857,-2956584.487,5075878.996,2476667.608
AUTO1858,-2956584.49,5075878.995,2476667.61
AUTO1859,-2956584.49,5075878.998,2476667.611
AUTO1860,-2956584.486,5075878.995,2476667.612
AUTO1861,-2956584.488,5075878.995,2476667.611
AUTO1862,-2956584.484,5075878.992,2476667.61
AUTO1863,-2956584.487,5075878.992,2476667.606
AUTO1864,-2956584.488,5075878.996,2476667.611
AUTO1865,-2956584.487,5075878.994,2476667.609
AUTO1866,-2956584.485,5075878.99,2476667.605
AUTO1867,-2956584.487,5075878.995,2476667.613
AUTO1868,-2956584.489,5075878.996,2476667.61
AUTO1869,-2956584.491,5075879,2476667.613
AUTO1870,-2956584.483,5075878.993,2476667.614
AUTO1871,-2956584.486,5075878.997,2476667.615
AUTO1872,-2956584.482,5075878.991,2476667.614
AUTO1873,-2956584.483,5075878.991,2476667.608
AUTO1874,-2956584.481,5075878.99,2476667.609
AUTO1875,-2956584.486,5075878.996,2476667.608
AUTO1876,-2956584.486,5075878.994,2476667.613
AUTO1877,-2956584.481,5075878.992,2476667.61
AUTO1878,-2956584.48,5075878.991,2476667.613
AUTO1879,-2956584.481,5075878.988,2476667.604
AUTO1880,-2956584.485,5075878.995,2476667.612
AUTO1881,-2956584.483,5075878.992,2476667.613
AUTO1882,-2956584.48,5075878.994,2476667.614
AUTO1883,-2956584.486,5075878.991,2476667.607
AUTO1884,-2956584.483,5075878.996,2476667.611
AUTO1885,-2956584.488,5075878.998,2476667.611
AUTO1886,-2956584.485,5075878.997,2476667.613
AUTO1887,-2956584.483,5075878.993,2476667.611
AUTO1888,-2956584.49,5075879.001,2476667.616
AUTO1889,-2956584.488,5075878.996,2476667.61
AUTO1890,-2956584.489,5075878.996,2476667.616
AUTO1891,-2956584.489,5075878.997,2476667.612
AUTO1892,-2956584.488,5075878.998,2476667.618
AUTO1893,-2956584.491,5075878.999,2476667.615
AUTO1894,-2956584.487,5075878.994,2476667.615
AUTO1895,-2956584.496,5075879.001,2476667.616
AUTO1896,-2956584.488,5075878.994,2476667.617
AUTO1897,-2956584.488,5075878.997,2476667.614
AUTO1898,-2956584.486,5075878.993,2476667.61
AUTO1899,-2956584.491,5075879,2476667.614
AUTO1900,-2956584.484,5075878.991,2476667.611
AUTO1901,-2956584.488,5075878.997,2476667.618
AUTO1902,-2956584.487,5075878.994,2476667.614
AUTO1903,-2956584.487,5075878.996,2476667.618
AUTO1904,-2956584.483,5075878.988,2476667.613
AUTO1905,-2956584.492,5075878.996,2476667.616
AUTO1906,-2956584.483,5075878.992,2476667.615
AUTO1907,-2956584.481,5075878.991,2476667.616
AUTO1908,-2956584.485,5075878.994,2476667.615
AUTO1909,-2956584.494,5075879.003,2476667.62
AUTO1910,-2956584.487,5075878.994,2476667.621
AUTO1911,-2956584.489,5075878.999,2476667.616
AUTO1912,-2956584.489,5075878.995,2476667.615
AUTO1913,-2956584.49,5075878.998,2476667.615
AUTO1914,-2956584.491,5075878.997,2476667.622
AUTO1915,-2956584.492,5075879,2476667.616
AUTO1916,-2956584.486,5075878.992,2476667.614
AUTO1917,-2956584.491,5075878.996,2476667.616
AUTO1918,-2956584.487,5075878.989,2476667.609
AUTO1919,-2956584.488,5075878.993,2476667.613
AUTO1920,-2956584.488,5075878.993,2476667.615
AUTO1921,-2956584.49,5075878.998,2476667.614
AUTO1922,-2956584.487,5075878.994,2476667.616
AUTO1923,-2956584.482,5075878.986,2476667.613
AUTO1924,-2956584.489,5075878.994,2476667.614
AUTO1925,-2956584.486,5075878.99,2476667.613
AUTO1926,-2956584.486,5075878.995,2476667.615
AUTO1927,-2956584.484,5075878.989,2476667.614
AUTO1928,-2956584.483,5075878.989,2476667.616
AUTO1929,-2956584.481,5075878.985,2476667.609
AUTO1930,-2956584.487,5075878.987,2476667.611
AUTO1931,-2956584.485,5075878.989,2476667.608
AUTO1932,-2956584.49,5075878.992,2476667.617
AUTO1933,-2956584.484,5075878.987,2476667.609
AUTO1934,-2956584.483,5075878.991,2476667.614
AUTO1935,-2956584.48,5075878.986,2476667.61
AUTO1936,-2956584.488,5075878.993,2476667.614
AUTO1937,-2956584.484,5075878.987,2476667.607
AUTO1938,-2956584.489,5075878.99,2476667.611
AUTO1939,-2956584.482,5075878.988,2476667.608
AUTO1940,-2956584.49,5075878.992,2476667.613
AUTO1941,-2956584.484,5075878.993,2476667.613
AUTO1942,-2956584.481,5075878.99,2476667.608
AUTO1943,-2956584.484,5075878.989,2476667.612
AUTO1944,-2956584.482,5075878.986,2476667.612
AUTO1945,-2956584.49,5075878.993,2476667.609
AUTO1946,-2956584.484,5075878.994,2476667.611
AUTO1947,-2956584.483,5075878.992,2476667.612
AUTO1948,-2956584.48,5075878.986,2476667.614
AUTO1949,-2956584.481,5075878.986,2476667.611
AUTO1950,-2956584.482,5075878.992,2476667.615
AUTO1951,-2956584.482,5075878.987,2476667.611
AUTO1952,-2956584.482,5075878.987,2476667.608
AUTO1953,-2956584.482,5075878.987,2476667.609
AUTO1954,-2956584.48,5075878.985,2476667.608
AUTO1955,-2956584.48,5075878.986,2476667.612
AUTO1956,-2956584.482,5075878.99,2476667.612
AUTO1957,-2956584.476,5075878.983,2476667.61
AUTO1958,-2956584.482,5075878.988,2476667.613
AUTO1959,-2956584.483,5075878.988,2476667.616
AUTO1960,-2956584.482,5075878.986,2476667.609
AUTO1961,-2956584.482,5075878.988,2476667.614
AUTO1962,-2956584.483,5075878.986,2476667.612
AUTO1963,-2956584.482,5075878.986,2476667.612
AUTO1964,-2956584.48,5075878.985,2476667.608
AUTO1965,-2956584.484,5075878.989,2476667.61
AUTO1966,-2956584.479,5075878.985,2476667.612
AUTO1967,-2956584.484,5075878.99,2476667.609
AUTO1968,-2956584.489,5075878.992,2476667.607
AUTO1969,-2956584.482,5075878.987,2476667.606
AUTO1970,-2956584.489,5075878.993,2476667.614
AUTO1971,-2956584.484,5075878.992,2476667.609
AUTO1972,-2956584.483,5075878.992,2476667.613
AUTO1973,-2956584.487,5075878.989,2476667.609
AUTO1974,-2956584.488,5075878.99,2476667.606
AUTO1975,-2956584.485,5075878.994,2476667.612
AUTO1976,-2956584.489,5075878.995,2476667.611
AUTO1977,-2956584.485,5075878.994,2476667.615
AUTO1978,-2956584.484,5075878.996,2476667.614
AUTO1979,-2956584.484,5075878.99,2476667.612
AUTO1980,-2956584.484,5075878.992,2476667.608
AUTO1981,-2956584.48,5075878.988,2476667.608
AUTO1982,-2956584.483,5075878.991,2476667.614
AUTO1983,-2956584.485,5075878.994,2476667.615
AUTO1984,-2956584.485,5075878.993,2476667.612
AUTO1985,-2956584.488,5075878.996,2476667.615
AUTO1986,-2956584.485,5075878.995,2476667.614
AUTO1987,-2956584.484,5075878.99,2476667.611
AUTO1988,-2956584.476,5075878.984,2476667.604
AUTO1989,-2956584.486,5075878.996,2476667.612
AUTO1990,-2956584.485,5075878.995,2476667.611
AUTO1991,-2956584.486,5075878.996,2476667.613
AUTO1992,-2956584.487,5075878.996,2476667.606
AUTO1993,-2956584.487,5075878.996,2476667.604
AUTO1994,-2956584.483,5075878.998,2476667.608
AUTO1995,-2956584.484,5075878.992,2476667.606
AUTO1996,-2956584.493,5075878.999,2476667.61
AUTO1997,-2956584.482,5075878.994,2476667.604
AUTO1998,-2956584.485,5075878.995,2476667.608
AUTO1999,-2956584.488,5075878.998,2476667.609
AUTO2000,-2956584.493,5075878.997,2476667.609
AUTO2001,-2956584.491,5075879.001,2476667.611
AUTO2002,-2956584.49,5075878.997,2476667.608
AUTO2003,-2956584.487,5075878.992,2476667.606
AUTO2004,-2956584.485,5075878.993,2476667.603
AUTO2005,-2956584.487,5075878.995,2476667.608
AUTO2006,-2956584.488,5075878.996,2476667.61
AUTO2007,-2956584.491,5075878.999,2476667.612
AUTO2008,-2956584.484,5075878.989,2476667.609
AUTO2009,-2956584.485,5075878.992,2476667.606
AUTO2010,-2956584.481,5075878.987,2476667.604
AUTO2011,-2956584.485,5075878.992,2476667.612
AUTO2012,-2956584.48,5075878.99,2476667.607
AUTO2013,-2956584.481,5075878.99,2476667.613
AUTO2014,-2956584.483,5075878.992,2476667.614
AUTO2015,-2956584.487,5075878.992,2476667.611
AUTO2016,-2956584.486,5075878.995,2476667.611
AUTO2017,-2956584.483,5075878.988,2476667.605
AUTO2018,-2956584.489,5075878.995,2476667.608
AUTO2019,-2956584.487,5075878.991,2476667.606
AUTO2020,-2956584.486,5075878.996,2476667.613
AUTO2021,-2956584.487,5075878.997,2476667.608
AUTO2022,-2956584.483,5075878.991,2476667.608
AUTO2023,-2956584.483,5075878.985,2476667.602
AUTO2024,-2956584.483,5075878.991,2476667.606
AUTO2025,-2956584.485,5075878.993,2476667.609
AUTO2026,-2956584.485,5075878.994,2476667.611
AUTO2027,-2956584.485,5075878.992,2476667.609
AUTO2028,-2956584.488,5075878.992,2476667.605
AUTO2029,-2956584.486,5075878.991,2476667.608
AUTO2030,-2956584.482,5075878.987,2476667.608
AUTO2031,-2956584.485,5075878.991,2476667.608
AUTO2032,-2956584.488,5075878.992,2476667.608
AUTO2033,-2956584.489,5075878.99,2476667.611
AUTO2034,-2956584.491,5075878.994,2476667.607
AUTO2035,-2956584.481,5075878.988,2476667.608
AUTO2036,-2956584.493,5075879.001,2476667.616
AUTO2037,-2956584.486,5075878.991,2476667.608
AUTO2038,-2956584.488,5075878.99,2476667.61
AUTO2039,-2956584.492,5075878.995,2476667.612
AUTO2040,-2956584.492,5075878.996,2476667.609
AUTO2041,-2956584.494,5075878.995,2476667.609
AUTO2042,-2956584.495,5075878.999,2476667.612
AUTO2043,-2956584.492,5075878.995,2476667.611
AUTO2044,-2956584.488,5075878.994,2476667.611
AUTO2045,-2956584.498,5075879.003,2476667.618
AUTO2046,-2956584.49,5075878.996,2476667.613
AUTO2047,-2956584.489,5075878.994,2476667.612
AUTO2048,-2956584.496,5075879.002,2476667.615
AUTO2049,-2956584.484,5075878.99,2476667.609
AUTO2050,-2956584.485,5075878.99,2476667.605
AUTO2051,-2956584.487,5075878.992,2476667.61
AUTO2052,-2956584.485,5075878.993,2476667.611
AUTO2053,-2956584.482,5075878.987,2476667.612
AUTO2054,-2956584.491,5075878.995,2476667.611
AUTO2055,-2956584.489,5075878.993,2476667.61
AUTO2056,-2956584.487,5075878.993,2476667.608
AUTO2057,-2956584.486,5075878.992,2476667.61
AUTO2058,-2956584.49,5075878.997,2476667.61
AUTO2059,-2956584.488,5075878.997,2476667.616
AUTO2060,-2956584.487,5075878.994,2476667.61
AUTO2061,-2956584.487,5075878.991,2476667.61
AUTO2062,-2956584.484,5075878.988,2476667.607
AUTO2063,-2956584.49,5075878.992,2476667.608
AUTO2064,-2956584.492,5075878.995,2476667.613
AUTO2065,-2956584.493,5075878.999,2476667.611
AUTO2066,-2956584.492,5075878.998,2476667.613
AUTO2067,-2956584.491,5075878.996,2476667.613
AUTO2068,-2956584.493,5075878.997,2476667.613
AUTO2069,-2956584.494,5075878.998,2476667.617
AUTO2070,-2956584.495,5075878.992,2476667.61
AUTO2071,-2956584.498,5075879.002,2476667.614
AUTO2072,-2956584.492,5075878.996,2476667.611
AUTO2073,-2956584.491,5075878.996,2476667.606
AUTO2074,-2956584.496,5075878.998,2476667.614
AUTO2075,-2956584.493,5075879,2476667.609
AUTO2076,-2956584.493,5075878.997,2476667.61
AUTO2077,-2956584.494,5075879.001,2476667.614
AUTO2078,-2956584.49,5075878.994,2476667.608
AUTO2079,-2956584.488,5075878.995,2476667.611
AUTO2080,-2956584.49,5075878.998,2476667.609
AUTO2081,-2956584.491,5075879,2476667.613
AUTO2082,-2956584.49,5075878.996,2476667.608
AUTO2083,-2956584.492,5075879.002,2476667.61
AUTO2084,-2956584.493,5075878.998,2476667.612
AUTO2085,-2956584.488,5075878.996,2476667.609
AUTO2086,-2956584.487,5075878.995,2476667.61
AUTO2087,-2956584.492,5075878.998,2476667.613
AUTO2088,-2956584.49,5075878.996,2476667.61
AUTO2089,-2956584.489,5075878.995,2476667.611
AUTO2090,-2956584.493,5075879.001,2476667.612
AUTO2091,-2956584.497,5075879.007,2476667.614
AUTO2092,-2956584.492,5075879,2476667.61
AUTO2093,-2956584.491,5075878.999,2476667.613
AUTO2094,-2956584.494,5075879.003,2476667.614
AUTO2095,-2956584.493,5075879,2476667.613
AUTO2096,-2956584.492,5075879,2476667.611
AUTO2097,-2956584.489,5075879,2476667.612
AUTO2098,-2956584.49,5075878.998,2476667.611
AUTO2099,-2956584.492,5075878.996,2476667.611
AUTO2100,-2956584.494,5075879.002,2476667.615
AUTO2101,-2956584.489,5075878.999,2476667.61
AUTO2102,-2956584.49,5075878.999,2476667.614
AUTO2103,-2956584.491,5075879.002,2476667.612
AUTO2104,-2956584.488,5075878.991,2476667.609
AUTO2105,-2956584.485,5075878.994,2476667.607
AUTO2106,-2956584.483,5075878.993,2476667.612
AUTO2107,-2956584.484,5075878.999,2476667.61
AUTO2108,-2956584.488,5075878.999,2476667.613
AUTO2109,-2956584.49,5075879,2476667.61
AUTO2110,-2956584.488,5075878.999,2476667.611
AUTO2111,-2956584.486,5075878.992,2476667.612
AUTO2112,-2956584.483,5075878.996,2476667.613
AUTO2113,-2956584.485,5075878.996,2476667.612
AUTO2114,-2956584.486,5075878.994,2476667.611
AUTO2115,-2956584.489,5075878.999,2476667.617
AUTO2116,-2956584.489,5075878.994,2476667.61
AUTO2117,-2956584.492,5075879.002,2476667.612
AUTO2118,-2956584.494,5075879.002,2476667.611
AUTO2119,-2956584.493,5075878.999,2476667.617
AUTO2120,-2956584.487,5075878.996,2476667.61
AUTO2121,-2956584.489,5075879,2476667.613
AUTO2122,-2956584.49,5075878.997,2476667.611
AUTO2123,-2956584.492,5075878.999,2476667.614
AUTO2124,-2956584.495,5075879.005,2476667.616
AUTO2125,-2956584.489,5075879,2476667.615
AUTO2126,-2956584.491,5075879.004,2476667.615
AUTO2127,-2956584.489,5075879,2476667.611
AUTO2128,-2956584.494,5075879.003,2476667.611
AUTO2129,-2956584.49,5075879,2476667.612
AUTO2130,-2956584.494,5075879.005,2476667.612
AUTO2131,-2956584.489,5075879,2476667.609
AUTO2132,-2956584.487,5075879.001,2476667.611
AUTO2133,-2956584.489,5075878.999,2476667.612
AUTO2134,-2956584.486,5075878.997,2476667.612
AUTO2135,-2956584.481,5075878.992,2476667.609
AUTO2136,-2956584.487,5075878.998,2476667.61
AUTO2137,-2956584.484,5075878.996,2476667.611
AUTO2138,-2956584.488,5075878.998,2476667.609
AUTO2139,-2956584.487,5075878.998,2476667.615
AUTO2140,-2956584.487,5075879.001,2476667.611
AUTO2141,-2956584.487,5075878.999,2476667.612
AUTO2142,-2956584.485,5075878.996,2476667.612
AUTO2143,-2956584.486,5075878.998,2476667.613
AUTO2144,-2956584.484,5075878.992,2476667.608
AUTO2145,-2956584.488,5075878.999,2476667.607
AUTO2146,-2956584.484,5075878.997,2476667.611
AUTO2147,-2956584.492,5075879.004,2476667.612
AUTO2148,-2956584.487,5075878.994,2476667.613
AUTO2149,-2956584.489,5075879.003,2476667.611
CN11,-2956512.947,5076009.972,2476577.496
